dirty_customer,dirty_region,dirty_segment
  BlueRidge Manufacturing  ,W,wood prod
  Oakwood Materials Inc  ,South West,chem
BlueRidge Manufacturing,South West,mining
Acme Industrial Corp,Southwest,Food & Beverage
Global  Pulp  &  Paper  Inc,North East,Food and Beverage
Globl Pulp & Paper Inc,Mid West,recycling
Global Pulp & Paper In,Global,Waste Management
  Acme Industrial Corp  ,south east,Mining & Extraction
summit mining enterprises,N.E.,F&B
Pacific Recycling LLC,NE,Timber
Global Pulp & Paper Inc,Mid-West,Pulp & Paper
sequoia wood products,south-west,F&B
Global Pulp & Paper Inc,SW,Recyc.
Evergreen  Forest  Industries,Southwest,Lumber
GLOBAL PULP & PAPER INC,Southwest,Waste Management
  Tidewater Chemical Co  ,International,food & bev
Redwood Fiber Solutions,western,Paper
Global Pulp & Paper Inc,Overseas,P&P
Global Pulp & Paper Inc,western,Chem Proc
Ironworks Heavy Equipment,Northeast,Lumber
midwest steel works,W,Waste Management
Global Pulp and Paper Inc,S.W.,Mining & Extraction
Global Pulp and Paper Inc,Mid-West,Lumber
Global Pulp & Paper Inc,Southeast,F&B
SEQUOIA WOOD PRODUCTS,south-west,Chemical Processing
Prairie Grain Handlers,South East,MINING
Global Pulp & Paper Inc,S.W.,Recycling
Midwest Steel Work,Midwest,Pulp & Paper
Global Pulp and Paper Inc,Southeast,Paper
Cascade Paper Products,South West,F&B
Sequoia Wood Products,Overseas,Mining
Global Pulp & Paper Inc,Northeastern,Paper
Global Pulp & Paper Inc,West Coast,MINING
ironworks heavy equipment,North East,Wood
  Global Pulp & Paper Inc  ,Pacific,Chemical
CONTINENTAL PACKAGING GROUP,Midwest,Mining
  Sequoia Wood Products  ,W,pulp/paper
Global Pulp & Paper Inc,S.W.,Recycle
Summit Mining Enterprises,Mid-West,chem
Tidewater Chemical C,N.E.,chem
Global Pulp & Paper Inc,SE,wood prod
  Global Pulp & Paper Inc  ,North East,Pulp & Paper
Global Pulp & Paper In,south east,Paper Products
  Sequoia Wood Products  ,S.E.,pulp/paper
Acme Industrial Corp,south-west,Paper Products
Acme Industrial Cor,SW,Chem Proc
Sequoia Wood Products,Pacific,Pulp and Paper
Pacific Recycling LLC,S.W.,Paper Products
Continental Packaging Group,Northeast,Food & Beverage
Sequoia  Wood  Products,S.W.,Food & Beverage
Global Pulp & Paper Inc,Southeast,Mining
  Global Pulp & Paper Inc  ,intl,Recycle
IRONWORKS HEAVY EQUIPMENT,Southeastern,Lumber
Global Pulp & Paper Incorporated,Intl.,Mining & Extraction
Continental Packaging Group,West Coast,P&P
global pulp & paper inc,N.E.,Food and Beverage
Redwood Fiber Solutions,south-west,Minerals
Tidewater Chemical Company,International,Paper
Pacific Recycling LLC,W,Minerals
Global Pulp & Paper Inc,Southwest,Pulp and Paper
Sequoia Wood Products,W,Chemicals
Cascade Paper Products,Southwest,Food and Beverage
Global Pulp & Paper In,West Coast,recycling
Oakwood Materials In,INTL,Paper Products
sequoia wood products,north-east,Chemical
CONTINENTAL PACKAGING GROUP,north-east,Pulp and Paper
Global Pulp & Paper Incorporated,South East,Food/Bev
  Oakwood Materials Inc  ,Intl.,Pulp & Paper
  Cascade Paper Products  ,Mid-West,food & bev
Cascade  Paper  Products,INTL,Mining
Continental Packaging Grou,MW,Mining & Extraction
  BlueRidge Manufacturing  ,South East,Lumber
Global Pulp & Paper In,Northeast,pulp/paper
Global Pulp & Paper Incorporated,Southeast,Minerals
Sequoia Wood Products,Northeast,recycling
Global Pulp & Paper Inc,Northeastern,Mining & Extraction
Heartland Processing Co,West Coast,Food/Bev
ACME INDUSTRIAL CORP,S.E.,Mining
  Tidewater Chemical Co  ,Pacific,F&B
Sequoia Wood Products,SW,P&P
Northern Timber Co,Midwest,wood prod
Midwest Steel Works,Intl.,Wood
  Global Pulp & Paper Inc  ,midwest,pulp/paper
Lakeside  Pulp  Mills,South West,wood prod
Heartland Processing Co,S.E.,Wood Products
Sequoia Wood Products,Southeastern,Food and Beverage
  Heartland Processing Co  ,MW,Pulp & Paper
Global Pulp and Paper Inc,Southeastern,Paper
Cascade Paper Product,western,mining
Midwest Steel Works,intl,chem
Global Pulp & Paper Inc,Northeastern,Food and Beverage
Global Pulp & Paper Inc,Intl.,Recyc.
  Sequoia Wood Products  ,Midwest,Paper
Global Pulp & Paper Inc,INTL,Paper
Sequoia Wood Products,MW,Recycle
Global Pulp & Paper Inc,North East,P&P
Global Pulp & Paper Incorporated,south-west,pulp/paper
  Pacific Recycling LLC  ,Mid West,chem
Sequoia Wood Products,western,Paper
lakeside pulp mills,intl,Pulp & Paper
Acme Industrial Corp,South West,Food & Beverage
Global Pulp & Paper Inc,International,Waste Management
Sequoia  Wood  Products,International,Wood
Midwest Steel Work,N.E.,Wood
Sequoia  Wood  Products,North East,Recycling
BlueRidge Manufacturing,south-west,pulp/paper
  Global Pulp & Paper Inc  ,S.W.,Timber
Global  Pulp  &  Paper  Inc,Southwest,Chemical
GLOBAL PULP & PAPER INC,West Coast,Food/Bev
Acme Industrial Corp,W,MINING
northern timber co,S.E.,Timber
IRONWORKS HEAVY EQUIPMENT,North East,Timber
Global Pulp & Paper Inc,SE,Chemical
Midwest Steel Works,South East,mining
ironworks heavy equipment,West,Chemicals
  Pacific Recycling LLC  ,north-east,mining
global pulp & paper inc,Southeastern,Wood Products
Global Pulp & Paper Inc,Midwest,Recyc.
Global Pulp and Paper Inc,Pacific,Chemical Processing
Oakwood Materials Inc,Mid-West,Recycling
Pacific Recycling LLC,Middle West,Recycle
sequoia wood products,W,P&P
BLUERIDGE MANUFACTURING,NE,Chemicals
Sequoia Wood Products,West,Pulp & Paper
Acme  Industrial  Corp,Intl.,food & bev
  Oakwood Materials Inc  ,SW,F&B
Pacific RecyclingLLC,South West,Chemicals
Global Pulp & Paper Incorporated,Southwest,Mining
Midwest Steel Works,south east,Waste Management
LAKESIDE PULP MILLS,South West,MINING
  Northern Timber Co  ,W,Recycling
Global Pulp and Paper Inc,Overseas,pulp/paper
Global Pulp & Paper Inc,south-west,MINING
Sequoia Wood Products,SE,mining
TIDEWATER CHEMICAL CO,SW,Paper
Summit Mining Enterprises,W,Recycling
Continental Packaging Group,NE,Chemicals
Global Pulp & Paper Inc,West Coast,P&P
Pacific Recycling LLC,NE,Food/Bev
Continental Packaging Grou,West,Mining & Extraction
Pacific Recycling LLC,West,Chemical
Lakeside Pulp Mills,midwest,P&P
Cascade Paper Product,western,Mining
Sequoia Wood Products,South East,Chem Proc
BlueRidge Manufacturing,Southeast,recycling
Global Pulp and Paper Inc,Mid-West,Chemicals
Sequoia Wood Products,International,Chem Proc
SEQUOIA WOOD PRODUCTS,SW,chem
Global Pulp and Paper Inc,Global,Food & Beverage
Global Pulp & Paper Inc,intl,Paper Products
Sequoia  Wood  Products,Southwest,Pulp and Paper
pacific recycling llc,NE,Minerals
prairie grain handlers,W,Food & Beverage
Cascade  Paper  Products,Midwest,Paper Products
  Atlantic Chemical Partners  ,N.E.,Chemical Processing
Acme Industrial Corporation,western,Chem Proc
  Global Pulp & Paper Inc  ,W,Food and Beverage
Sequoia Wood Products,intl,Food & Beverage
Global Pulp & Paper Inc,W,Minerals
ACME INDUSTRIAL CORP,Southwest,mining
Evergreen Forest Industries,south-west,Mining
Global Pulp & Paper Inc,midwest,Mining
Global Pulp & Paper Inc,N.E.,wood prod
PACIFIC RECYCLING LLC,South West,Chemical Processing
BlueRidge Manufacturing,SW,food & bev
Sequoia Wood Products,Southeast,Waste Management
Atlantic Chemical Partners,INTL,Paper Products
Midwest Steel Works,western,Food & Beverage
Lakeside Pulp Mills,MW,wood prod
Global Pulp & Paper In,SE,Food/Bev
Pacific Recycling LLC,intl,Waste Management
Global  Pulp  &  Paper  Inc,INTL,chem
sequoia wood products,S.W.,Paper
atlantic chemical partners,north-east,mining
Ironworks Heavy Equipment,Global,chem
Tidewater  Chemical  Co,North East,Recyc.
global pulp & paper inc,south east,food & bev
Sequoia Wood Products,West Coast,Wood Products
Global Pulp & Paper Inc,midwest,Chem Proc
Sequoia Wood Prodcts,south east,recycling
Global Pulp & Paper Inc,Southwest,Mining
Sequoia Wood Products,south-west,Mining & Extraction
Global Pulp and Paper Inc,West,Food and Beverage
Meridian  Engineering  Services,S.E.,Mining
Atlantic Chemical Partners,South West,recycling
Tidewater Chemical Co,midwest,Paper
Northern Timber Company,north-east,Wood Products
Acme Industrial Corp,S.W.,chem
Tidewater Chemical Co,midwest,P&P
Global Pulp & Paper In,Mid West,wood prod
Pacific Recycling LLC,North East,Wood Products
Global Pulp and Paper Inc,south east,Food & Beverage
CONTINENTAL PACKAGING GROUP,INTL,Pulp and Paper
Acme Industrial Companyrp,western,Mining & Extraction
Prairie Grain Handler,Intl.,Pulp & Paper
Tidewater Chemical C,Southeastern,Mining & Extraction
GLOBAL PULP & PAPER INC,Southeast,Food/Bev
Sequoia  Wood  Products,south east,Food and Beverage
Midwest  Steel  Works,Pacific,chem
Sequoia Wood Products,Mid West,Paper Products
Midwest Steel Works,South West,pulp/paper
Midwest Steel Works,South East,chem
  Pacific Recycling LLC  ,Midwest,Pulp and Paper
  Global Pulp & Paper Inc  ,Intl.,Lumber
Global  Pulp  &  Paper  Inc,Southwest,Chemicals
Acme Industrial Cor,Pacific,Chemical
Midwest Steel Works,MW,Waste Management
Gloal Pulp & Paper Inc,S.E.,F&B
Lakeside Pulp Mills,Intl.,chem
Global Pulp & Paper Inc,South East,Paper
midwest steel works,south-west,wood prod
Global Pulp & Paper Incorporated,midwest,Chem Proc
Global  Pulp  &  Paper  Inc,Midwest,Lumber
Continental Packaging Group,midwest,Wood Products
Midwest Steel Works,N.E.,food & bev
tidewater chemical co,Middle West,Lumber
  Global Pulp & Paper Inc  ,Midwest,mining
Prairie  Grain  Handlers,Southeastern,Recycling
Global Pulp & Paper In,Southwest,pulp/paper
BlueRige Manufacturing,Southeast,Food/Bev
Atlantic Chemical Partner,intl,Mining & Extraction
BlueRidge Manufacturing,S.E.,Waste Management
Meridian Engineering Services,MW,Pulp & Paper
Evergreen  Forest  Industries,Northeastern,Food/Bev
Global  Pulp  &  Paper  Inc,Pacific,Chemical
meridian engineering services,Intl.,Lumber
Sequoia  Wood  Products,South West,pulp/paper
Global Pulp & Paper Incorporated,Midwest,Lumber
  Global Pulp & Paper Inc  ,S.E.,Wood Products
Global Pulp & Paper Inc,midwest,Pulp & Paper
GLOBAL PULP & PAPER INC,INTL,Paper Products
Global Pulp & Paper Inc,South West,Paper Products
Tidewater Chemical Company,north-east,Chemicals
Global Pulp and Paper Inc,N.E.,Timber
Global Pulp & Paper In,Global,Timber
  Sequoia Wood Products  ,Intl.,wood prod
Lakeside Pulp Mill,Southeastern,chem
Heartland Processing Co,South East,Mining
Acme Industrial Corp,South West,Minerals
global pulp & paper inc,INTL,Pulp and Paper
Heartland Processing Co,north-east,Recyc.
Pacific Recycling LL,south-west,Chemicals
Meridian Engineering Services,S.W.,chem
Midwest Steel Works,Pacific,Recycle
Midwest Steel Works,intl,Chem Proc
Continental Packaging Grou,INTL,Lumber
Cascade Paper Product,North East,Wood Products
Global Pulp and Paper Inc,Southwest,Wood Products
Heartland Processing C,West,Chemicals
Summit  Mining  Enterprises,North East,Paper Products
  Global Pulp & Paper Inc  ,S.W.,Wood
Midwest Steel Works,Southeast,Food and Beverage
Pacific Recycling LLC,intl,Minerals
Pacific Recycling LLC,south east,Chemicals
Sequoia Wood Products,Midwest,Food and Beverage
Cascade Paper Products,S.W.,Recycling
Global  Pulp  &  Paper  Inc,Mid-West,Recyc.
BlueRidge Manufacturing,Mid West,chem
Global Pulp & Paper Inc,South East,P&P
Continental Packaging Group,Global,Minerals
Sequoia Wood Products,International,MINING
Global Pulp and Paper Inc,N.E.,Paper Products
acme industrial corp,S.E.,Wood Products
  Evergreen Forest Industries  ,South West,Recycle
sequoia wood products,Southwest,pulp/paper
Pacific Recycling LLC,S.W.,Minerals
SEQUOIA WOOD PRODUCTS,Middle West,pulp/paper
continental packaging group,Overseas,Chemicals
BlueRidge Manufacturin,western,Timber
Heartland  Processing  Co,West Coast,Chemicals
Global Pulp & Paper Inc,Mid West,Chemical
Global Pulp & Paper In,West Coast,P&P
MIDWEST STEEL WORKS,Mid-West,Waste Management
  Pacific Recycling LLC  ,Mid West,Recycling
  Global Pulp & Paper Inc  ,INTL,Pulp & Paper
Sequoia Wood Product,Intl.,Chemical
Tidewater Chemical Company,West,wood prod
BlueRidge Manufacturing,South East,Wood
Acme Industrial Corp,south-west,mining
  BlueRidge Manufacturing  ,midwest,Chemicals
Acme Industrial Corporation,Middle West,Chemical
BlueRidge Manufacturing,South West,Chemicals
Global Pulp & Paper Inc,South East,Food and Beverage
evergreen forest industries,Global,Waste Management
Global Pulp & Paper Inc,South East,chem
Midwest Steel Works,Midwest,Recyc.
OAKWOOD MATERIALS INC,S.E.,Lumber
Northern Timber C,South East,pulp/paper
  Pacific Recycling LLC  ,Global,Recycle
BlueRidge  Manufacturing,Southwest,Chemical Processing
Sequoia Wood Products,N.E.,Chemical
Prairie Grain Handlers,North East,Recyc.
Continental Packaging Group,Mid West,Paper Products
Global Pulp & Paper Inc,Mid West,Recycling
Cascade Paper Products,INTL,recycling
Global Pulp & Paper Incorporated,W,Food and Beverage
MIDWEST STEEL WORKS,north-east,Paper Products
Global Pulp & Paper Inc,SE,Timber
REDWOOD FIBER SOLUTIONS,Middle West,Wood Products
Summit Mining Enterprises,intl,Timber
Global Pulp & Paper Inc,Intl.,Mining
acme industrial corp,South West,Wood
Pacific Recycling L.L.C.,Mid-West,Chemicals
Global Pulp & Paper Incorporated,western,food & bev
sequoia wood products,south-west,pulp/paper
Global Pulp & Paper In,South West,Waste Management
pacific recycling llc,SE,mining
BlueRidge Manufacturing,Southwest,Wood
MERIDIAN ENGINEERING SERVICES,SE,Mining & Extraction
Cascade Paper Products,SE,Waste Management
heartland processing co,S.W.,F&B
Meridian Engineering Services,SE,Food/Bev
  Global Pulp & Paper Inc  ,South West,pulp/paper
Global Pulp & Paper In,Southwest,Food & Beverage
sequoia wood products,Southwest,Chemicals
northern timber co,Intl.,Minerals
Global Pulp & Paper Inc,West,Minerals
Global Pulp & Paper Incorporated,Northeastern,Wood Products
Atlantic Chemical Partner,N.E.,wood prod
Global Pulp & Paper Inc,Global,Recycling
midwest steel works,midwest,Mining & Extraction
Sequoia Wood Products,West Coast,Chem Proc
Global Pulp & Paper Inc,Midwest,Food and Beverage
Global Pulp & Paper In,intl,Recycling
Summit Mining Enterprises,south-west,wood prod
Global Pulp & Paper Incorporated,South East,Recycle
Tidewater Chemical Co,Northeastern,Wood
Global Pulp & Paper Inc,W,Wood Products
  Tidewater Chemical Co  ,midwest,Food and Beverage
  Global Pulp & Paper Inc  ,West,Wood Products
Pacific Recycling LLC,Southeast,Paper Products
Global Pulp & Paper Inc,SW,Wood
Tidewater Chemical Company,Midwest,Recycling
Acme Industrial Corp,Overseas,Food and Beverage
Sequoia Wood Products,W,Recycling
Sequoia Wood Products,S.E.,Chemical Processing
Oakwood Materials Incorporated,Northeast,Chemical Processing
Continental Packaging Group,Pacific,Chemical Processing
Lakeside Pulp Mills,intl,food & bev
Lakeside Pulp Mills,Southwest,F&B
Cascade Paper Products,Middle West,mining
Midwest Steel Works,south-west,Waste Management
BlueRidge Manufacturing,south-west,chem
Acme Industrial Corp,N.E.,F&B
Tidewater Chemical C,south east,Chemical Processing
Atlantic Chemical Partners,Global,Paper Products
Pacific Recycling LLC,Southeastern,Lumber
Global Pulp and Paper Inc,Intl.,P&P
Global Pulp & Paper Inc,midwest,recycling
global pulp & paper inc,Pacific,Food & Beverage
Continental Packaging Group,West,Mining & Extraction
Global Pulp & Paper In,North East,MINING
Continental Packaging Group,Midwest,wood prod
Global  Pulp  &  Paper  Inc,NE,P&P
Pacific Recycling LLC,W,mining
Sequoia Wood Products,intl,Lumber
TIDEWATER CHEMICAL CO,North East,Recycling
OAKWOOD MATERIALS INC,Overseas,Food/Bev
Sequoia Wood Products,MW,Food & Beverage
  Pacific Recycling LLC  ,West Coast,Chem Proc
Cascade Paper Products,Southeastern,chem
Ironworks Heavy Equipment,south-west,Wood Products
Sequoia Wood Product,Southeastern,Recycle
Global Pulp & Paper Inc,S.W.,pulp/paper
continental packaging group,Overseas,Wood
Midwest Steel Works,Overseas,Lumber
SEQUOIA WOOD PRODUCTS,S.E.,F&B
Global Pulp & Paper In,South West,mining
Atlantic Chemical Partners,S.W.,Chem Proc
Midwest Steel Works,International,Wood
Sequoia Wood Products,INTL,Chemical
EVERGREEN FOREST INDUSTRIES,midwest,Pulp & Paper
Sequoia Wood Products,Overseas,mining
Midwest Steel Works,Southwest,recycling
Continental Packaging Grou,South West,Minerals
Evergreen Forest Industries,Pacific,F&B
Summit Mining Enterprises,West Coast,Chemical Processing
Sequoia Wood Products,N.E.,Lumber
Pacific  Recycling  LLC,Southwest,Waste Management
Global Pulp & Paper Inc,West Coast,recycling
Global Pulp & Paper In,Pacific,wood prod
Midwest Steel Works,S.W.,Chemicals
  Global Pulp & Paper Inc  ,NE,wood prod
NORTHERN TIMBER CO,SW,Recyc.
Global Pulp & Paper Incorporated,S.W.,Wood
  Global Pulp & Paper Inc  ,Northeastern,Waste Management
pacific recycling llc,Pacific,Pulp & Paper
GLOBAL PULP & PAPER INC,North East,Waste Management
Global Pulp & Paper Inc,south-west,Chem Proc
Ironworks  Heavy  Equipment,SE,Chemical
GLOBAL PULP & PAPER INC,Northeast,mining
  Northern Timber Co  ,Southwest,Mining
Pacific Recycling LLC,Mid-West,Recyc.
Midwest Steel Works,Intl.,Timber
Ironworks Heavy Equipmen,north-east,Wood Products
Evergreen Forest Industries,Southeastern,Timber
NORTHERN TIMBER CO,NE,Pulp and Paper
Evergreen Forest Industries,intl,Waste Management
Tidewater  Chemical  Co,NE,Paper
PACIFIC RECYCLING LLC,MW,MINING
Global Pulp and Paper Inc,intl,wood prod
Atlantic Chemical Partners,West,MINING
Acme Industrial Corp,W,Chemical Processing
Evergreen Forest Industries,N.E.,Chemical
Midwest Steel Works,Northeast,Recycle
Global Pulp & Paper Incorporated,Overseas,food & bev
Global Pulp & Paper Inc,Mid-West,Paper Products
Sequoia Wood Product,Midwest,Paper Products
Pacific Recycling LLC,south-west,Wood Products
Oakwood Materials Inc,West Coast,Minerals
Global Pulp & Paper Inc,S.W.,Minerals
Midwest Steel Works,intl,Waste Management
Sequoia Wood Products,Overseas,Recycling
Pacific Recycling L.L.C.,South East,Recycle
Global Pulp and Paper Inc,western,Pulp & Paper
ATLANTIC CHEMICAL PARTNERS,Mid West,Mining & Extraction
Lakeside Pulp Mills,Overseas,Waste Management
Tidewater Chemical Company,Mid-West,Lumber
Pacific Recycling LLC,SE,Food & Beverage
Pacific Recycling LLC,Middle West,Food/Bev
Continental Packaging Group,south-west,Mining
Meridian Engineering Services,Global,food & bev
Atlantic Chemical Partners,MW,Timber
Global Pulp & Paper In,S.E.,Food & Beverage
Tidewater Chemical Co,Intl.,Mining
global pulp & paper inc,North East,MINING
  Redwood Fiber Solutions  ,Northeastern,MINING
Atlantic Chemical Partners,S.W.,Chemical
Companyntinental Packaging Group,SE,Food and Beverage
midwest steel works,Northeast,Pulp and Paper
Cascade  Paper  Products,North East,Mining & Extraction
